"AtcoCode","StartGridType","StartEasting","StartNorthing","EndGridType","EndEasting","EndNorthing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"017000029","U",361034,179442,"U",361009,179442,"","",,"new"
"017000030","U",0,1000000,"U",0,1000000,"","",,"new"
"017000031","U",360332,178514,"U",360282,178514,"","",,"new"
"0170SGA01581","U",0,0,"U",0,0,"","",,"new"
"0170SGA01607","U",373165,182271,"U",373336,181915,"","",,"new"
"0170SGA01608","U",0,0,"U",0,0,"","",,"new"
"0170SGA01609","U",372963,181899,"U",372842,181911,"","",,"new"
"0170SGA01610","U",372819,181938,"U",372794,182208,"","",,"new"
"0170SGA01611","U",0,0,"U",0,0,"","",,"new"
"0170SGA01612","U",370698,182835,"U",370553,183190,"","",,"new"
"0170SGA01613","U",367531,180905,"U",367178,181297,"","",,"new"
"0170SGA01614","U",0,0,"U",0,0,"","",,"new"
"0170SGA01615","U",0,0,"U",0,0,"","",,"new"
"0170SGA01616","U",365317,179640,"U",364835,180016,"","",,"new"
"0170SGA01617","U",0,0,"U",0,0,"","",,"new"
"0170SGA01618","U",0,0,"U",0,0,"","",,"new"
"0170SGA01619","U",364855,180019,"U",365313,179655,"","",,"new"
"0170SGA01620","U",365404,179661,"U",365449,180041,"","",,"new"
"0170SGA01621","U",366992,180949,"U",367228,181291,"","",,"new"
"0170SGA01622","U",367261,181305,"U",367538,180921,"","",,"new"
"0170SGA19680","U",374503,170943,"U",374503,170944,"","",,"new"
"0170SGA19681","U",374517,170942,"U",374517,170941,"","",,"new"
"0170SGA19683","U",360154,186969,"U",360155,186969,"","",,"new"
"0170SGA19684","U",360158,186963,"U",360157,186963,"","",,"new"
"0170SGA19686","U",372433,188228,"U",372433,188229,"","",,"new"
"0170SGA19687","U",372446,188228,"U",372446,188227,"","",,"new"
"0170SGA19688","U",363839,190861,"U",363840,190861,"","",,"new"
"0170SGA19689","U",363883,190394,"U",363882,190393,"","",,"new"
"0170SGA19693","U",365080,174837,"U",365079,174836,"","",,"new"
"0170SGA19694","U",365075,174843,"U",365076,174844,"","",,"new"
"0170SGA19710","U",364379,190212,"U",364380,190211,"","",,"new"
"0170SGA19711","U",364370,190197,"U",364369,190198,"","",,"new"
"0170SGA19713","U",360495,186387,"U",360495,186386,"","",,"new"
"0170SGA19714","U",355937,187501,"U",355937,187502,"","",,"new"
"0170SGA19716","U",355959,187505,"U",355959,187504,"","",,"new"
"0170SGA19717","U",355942,185957,"U",355942,185956,"","",,"new"
"0170SGA19718","U",355926,185957,"U",355926,185958,"","",,"new"
"0170SGA19719","U",357894,181563,"U",357894,181562,"","",,"new"
"0170SGA19724","U",365740,186403,"U",365740,186404,"","",,"new"
"0170SGA19725","U",365755,186400,"U",365755,186399,"","",,"new"
"0170SGA19736","U",357887,181573,"U",357887,181574,"","",,"new"
"0170SGA19745","U",371941,192121,"U",371941,192122,"","",,"new"
"0170SGA19746","U",378959,185997,"U",378958,185998,"","",,"new"
"0170SGA19747","U",378953,186013,"U",378954,186012,"","",,"new"
"0170SGA47199","U",366892,188305,"U",366892,188306,"","",,"new"
"0170SGA47200","U",366903,188310,"U",366903,188309,"","",,"new"
"0170SGA56526","U",0,0,"U",0,0,"","",,"new"
"0170SGA56527","U",0,0,"U",0,0,"","",,"new"
"0170SGA56528","U",378937,179900,"U",378938,179901,"","",,"new"
"0170SGA56529","U",378965,179899,"U",378964,179899,"","",,"new"
"0170SGA56530","U",378857,179931,"U",378857,179930,"","",,"new"
"0170SGA56531","U",378843,179913,"U",378843,179914,"","",,"new"
"0170SGA56532","U",367416,171633,"U",367416,171634,"","",,"new"
"0170SGA56533","U",373161,182279,"U",373161,182278,"","",,"new"
"0170SGA56535","U",0,0,"U",0,0,"","",,"new"
"0170SGA56536","U",367456,180969,"U",367455,180970,"","",,"new"
"0170SGA56537","U",367469,180976,"U",367470,180975,"","",,"new"
"0170SGA56538","U",373003,181889,"U",373002,181889,"","",,"new"
"0170SGA56539","U",365360,179634,"U",365359,179634,"","",,"new"
"0170SGA56540","U",365371,179648,"U",365372,179648,"","",,"new"
"0170SGA56542","U",367487,172387,"U",367486,172387,"","",,"new"
"0170SGA56544","U",355909,184436,"U",355909,184437,"","",,"new"
"0170SGA56545","U",355934,184434,"U",355934,184433,"","",,"new"
"0170SGA56549","U",369340,179191,"U",369315,179191,"","",,"new"
"0170SGA56550","U",0,0,"U",0,0,"","",,"new"
"0170SGP90621","U",366785,181699,"U",366785,181698,"","",,"new"
"0170SGX38475","U",360949,192756,"U",360948,192757,"","",,"new"
"0170SGY43156","U",0,1000000,"U",0,1000000,"","",,"new"
"0170SGY43157","U",0,1000000,"U",0,1000000,"","",,"new"
"0170SGZ01486","U",0,0,"U",0,0,"","",,"new"
"0170SGZ01488","U",0,0,"U",0,0,"","",,"new"
"0170SGZ01490","U",0,0,"U",0,0,"","",,"new"
"0170WIA10992","U",0,0,"U",0,0,"","",,"new"
"0170WIA10994","U",379661,170269,"U",379661,170270,"","",,"new"
"018000002","U",0,1000000,"U",0,1000000,"","",,"new"
"018000003","U",0,1000000,"U",0,1000000,"","",,"new"
"0180BAC23422","U",376206,165289,"U",376207,165288,"","",,"new"
"0180BAC23430","U",377941,168325,"U",377942,168326,"","",,"new"
"0180BAC23432","U",374662,169519,"U",374662,169518,"","",,"new"
"0180BAC23433","U",374659,169508,"U",374659,169509,"","",,"new"
"0180BAC23449","U",358173,159235,"U",358173,159236,"","",,"new"
"0180BAC23450","U",358179,159238,"U",358179,159237,"","",,"new"
"0180BAC23452","U",375805,166730,"U",375804,166731,"","",,"new"
"0180BAC23453","U",375802,166745,"U",375803,166744,"","",,"new"
"0180BAC23455","U",373474,159957,"U",373474,159956,"","",,"new"
"0180BAC23474","U",364731,168720,"U",364732,168720,"","",,"new"
"0180BAC23475","U",352954,158252,"U",352953,158253,"","",,"new"
"0180BAC23481","U",373505,161714,"U",373505,161713,"","",,"new"
"0180BAC23483","U",366191,168324,"U",366191,168323,"","",,"new"
"0180BAC23484","U",356785,164724,"U",356785,164725,"","",,"new"
"0180BAC23493","U",369377,163899,"U",369376,163899,"","",,"new"
"0180BAC30644","U",376160,167777,"U",376159,167776,"","",,"new"
"0180BAC30645","U",376145,167780,"U",376145,167781,"","",,"new"
"0180BAC30707","U",367589,166866,"U",367589,166867,"","",,"new"
"0180BAC30708","U",367936,167346,"U",367937,167346,"","",,"new"
"0180BAC30709","U",0,1000000,"U",0,1000000,"","",,"new"
"0180BAC30753","U",363408,169048,"U",363407,169047,"","",,"new"
"0180BAC30754","U",363401,169059,"U",363402,169060,"","",,"new"
"0180BAC30759","U",368591,166713,"U",368577,166729,"","",,"new"
"0180BAC30782","U",365218,167604,"U",365217,167604,"","",,"new"
"0180BAC30783","U",0,0,"U",0,0,"","",,"new"
"0180BAC30784","U",0,0,"U",0,0,"","",,"new"
"0180BAC30785","U",364398,167519,"U",364397,167519,"","",,"new"
"0180BAC30786","U",364281,168024,"U",364282,168025,"","",,"new"
"0180BAC30787","U",364662,168507,"U",364661,168507,"","",,"new"
"0180BAC30788","U",364582,168690,"U",364576,168689,"","",,"new"
"0180BAC30912","U",363169,155543,"U",363168,155543,"","",,"new"
"0180BAC30913","U",363166,155555,"U",363167,155555,"","",,"new"
"0180BAC31035","U",0,0,"U",0,0,"","",,"new"
"0180BAC31036","U",0,0,"U",0,0,"","",,"new"
"0180BAC31045","U",373962,158413,"U",373963,158412,"","",,"new"
"0180BAC31053","U",371851,162806,"U",371850,162805,"","",,"new"
"0180BAC31054","U",370333,161394,"U",370334,161394,"","",,"new"
"0180BAC31055","U",370700,160913,"U",370699,160912,"","",,"new"
"0180BAC31058","U",371318,160344,"U",371319,160344,"","",,"new"
"0180BAC31059","U",371322,160338,"U",371321,160338,"","",,"new"
"0180BAC31072","U",368689,156607,"U",368690,156607,"","",,"new"
"0180BAC31073","U",368692,156598,"U",368691,156598,"","",,"new"
"0180BAC31084","U",370010,154561,"U",370010,154560,"","",,"new"
"0180BAC31086","U",370143,154416,"U",370143,154417,"","",,"new"
"0180BAC31087","U",370152,154416,"U",370152,154415,"","",,"new"
"0180BAC31097","U",359478,156957,"U",359479,156958,"","",,"new"
"0180BAC31101","U",369398,165316,"U",369399,165316,"","",,"new"
"0180BAC31102","U",367557,164616,"U",367558,164616,"","",,"new"
"0180BAC31110","U",361413,161621,"U",361414,161621,"","",,"new"
"0180BAC31111","U",361417,161612,"U",361416,161612,"","",,"new"
"0180BAC31136","U",352489,158095,"U",352490,158095,"","",,"new"
"0180BAC31137","U",352485,158084,"U",352484,158084,"","",,"new"
"0180BAC31138","U",352958,158258,"U",352959,158257,"","",,"new"
"0180BAC31140","U",358270,155597,"U",358269,155596,"","",,"new"
"0180BAC31141","U",0,0,"U",0,0,"","",,"new"
"0180BAC31142","U",0,0,"U",0,0,"","",,"new"
"0180BAC31152","U",0,0,"U",0,0,"","",,"new"
"0180BAC31153","U",0,0,"U",0,0,"","",,"new"
"0180BAC31161","U",356794,164723,"U",356794,164722,"","",,"new"
"0180BAC31192","U",373988,169525,"U",373989,169525,"","",,"new"
"0180BAC31193","U",375663,168374,"U",375664,168375,"","",,"new"
"0180BAC31194","U",374850,168517,"U",374850,168516,"","",,"new"
"0180BAC31196","U",374862,167285,"U",374861,167285,"","",,"new"
"0180BAC49591","U",377989,159399,"U",377988,159398,"","",,"new"
"0180BAC49592","U",377981,159400,"U",377982,159401,"","",,"new"
"0180BAC56437","U",365978,168479,"U",365987,168440,"","",,"new"
"0180BAC56465","U",370695,160918,"U",370696,160919,"","",,"new"
"0180BAC56466","U",370354,161394,"U",370353,161393,"","",,"new"
"0180BAC56467","U",371851,162826,"U",371852,162827,"","",,"new"
"0180BAC56484","U",373295,164974,"U",373296,164975,"","",,"new"
"0180BAC56485","U",373302,164967,"U",373301,164966,"","",,"new"
"0180BAC56487","U",362047,159146,"U",362046,159146,"","",,"new"
"0180BAC56488","U",362044,159155,"U",362045,159155,"","",,"new"
"0180BAZ02407","U",373344,163365,"U",373343,163365,"","",,"new"
"0180BAZ02412","U",373801,163232,"U",373800,163232,"","",,"new"
"0180BAZ02413","U",375660,164431,"U",375659,164430,"","",,"new"
"0180BAZ02416","U",372090,170123,"U",372090,170122,"","",,"new"
"0180BAZ02417","U",372077,170111,"U",372077,170112,"","",,"new"
"0180BAZ02426","U",365032,156117,"U",365032,156118,"","",,"new"
"0180BAZ02427","U",365036,156121,"U",365034,156119,"","",,"new"
"0180SOY38604","U",365502,154281,"U",365502,154282,"","",,"new"
"0190NSC01259","U",355614,171793,"U",355613,171792,"","",,"new"
"0190NSC16161","U",336740,163837,"U",336739,163837,"","",,"new"
"0190NSC16163","U",336926,163852,"U",336927,163852,"","",,"new"
"0190NSC16166","U",346288,175564,"U",346288,175565,"","",,"new"
"0190NSC16167","U",346301,175566,"U",346301,175565,"","",,"new"
"0190NSC16180","U",337172,163226,"U",337172,163227,"","",,"new"
"0190NSC16187","U",337143,163669,"U",337143,163670,"","",,"new"
"0190NSC16200","U",341303,172640,"U",341302,172639,"","",,"new"
"0190NSC16201","U",340980,172382,"U",340979,172381,"","",,"new"
"0190NSC16202","U",340173,170779,"U",340172,170778,"","",,"new"
"0190NSC16203","U",340102,170561,"U",340101,170560,"","",,"new"
"0190NSC16204","U",339838,170750,"U",339837,170750,"","",,"new"
"0190NSC16205","U",339836,170762,"U",339837,170762,"","",,"new"
"0190NSC30910","U",0,0,"U",0,0,"","",,"new"
"0190NSC30911","U",346994,177393,"U",346994,177394,"","",,"new"
"0190NSC31059","U",345681,159635,"U",345682,159634,"","",,"new"
"0190NSY38444","U",347009,177391,"U",347009,177390,"","",,"new"
"0190NSY38445","U",0,0,"U",0,0,"","",,"new"
"0190NSZ01264","U",337179,163491,"U",337179,163492,"","",,"new"
"0190SOB21217","U",339714,156769,"U",339715,156769,"","",,"new"
"0190SOB21218","U",339719,156762,"U",339719,156761,"","",,"new"
"0190SOB21220","U",337669,157238,"U",337669,157237,"","",,"new"
"020033120","U",516272,256069,"U",516011,256123,"","",,"new"
"020033121","U",516016,256126,"U",516275,256077,"","",,"new"
"020033122","U",516014,256123,"U",515505,256159,"","",,"new"
"020033123","U",515499,256166,"U",516016,256127,"","",,"new"
"020033124","U",515300,256115,"U",515416,255722,"","",,"new"
"020033125","U",515410,255716,"U",515289,256122,"","",,"new"
"020033126","U",515421,255713,"U",515500,255394,"","",,"new"
"020033127","U",515486,255397,"U",515410,255720,"","",,"new"
"020033128","U",515206,256433,"U",515298,256151,"","",,"new"
"020033129","U",515204,256431,"U",515296,256158,"","",,"new"
"020033130","U",515205,256427,"U",515048,256651,"","",,"new"
"020033131","U",515062,256656,"U",515206,256433,"","",,"new"
"020033132","U",515064,257057,"U",515060,256658,"","",,"new"
"020033133","U",515047,256655,"U",515056,257058,"","",,"new"
"020033135","U",515085,257072,"U",515483,256986,"","",,"new"
"020033136","U",515897,256840,"U",515481,256980,"","",,"new"
"020033137","U",515483,256986,"U",515891,256846,"","",,"new"
"020033139","U",515949,257263,"U",515926,256940,"","",,"new"
"020033140","U",515945,257263,"U",515958,257711,"","",,"new"
"020033141","U",515963,257712,"U",515949,257263,"","",,"new"
"020033142","U",515958,257711,"U",515990,257998,"","",,"new"
"020033143","U",515996,257997,"U",515964,257711,"","",,"new"
"020035589","U",505626,253431,"U",505606,253474,"","",,"new"
"021013998","U",502875,222897,"U",502754,223105,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014800","U",492351,225516,"U",492260,225419,"1899-12-30T00:00:00","2010-04-15T11:11:00",1,"rev"
"021014803","U",492790,225937,"U",492900,226137,"1899-12-30T00:00:00","2010-04-15T11:31:00",1,"rev"
"021014804","U",492860,225872,"U",492804,225889,"1899-12-30T00:00:00","2010-04-15T11:38:00",1,"rev"
"021014805","U",492889,225873,"U",493028,226086,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014809","U",493021,225305,"U",493044,225476,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014810","U",493042,225484,"U",492778,225634,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014811","U",492768,225633,"U",492652,225428,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014812","U",492364,225513,"U",492539,225266,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014813","U",493358,225312,"U",493352,225358,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014814","U",493450,225172,"U",493370,225311,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014815","U",493498,225117,"U",493453,225161,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014816","U",493605,224978,"U",493539,225144,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014817","U",493308,225112,"U",493579,224940,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014818","U",492840,224874,"U",493295,225117,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014819","U",492889,224767,"U",492836,224864,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014820","U",493271,224724,"U",493268,224680,"1899-12-30T00:00:00","2012-02-27T11:23:00",1,"rev"
"021014825","U",491436,224871,"U",491247,224231,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014826","U",491234,224231,"U",491162,224459,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014827","U",491263,224390,"U",491087,224541,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014828","U",490887,224483,"U",490736,224789,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014829","U",490734,224799,"U",490898,224483,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014830","U",490790,224734,"U",490744,224708,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014831","U",490741,224707,"U",490744,224708,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014832","U",490697,224662,"U",490724,224703,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014833","U",490733,224714,"U",490756,224771,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014835","U",490592,224735,"U",490690,224662,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014837","U",490726,224809,"U",490919,224952,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014838","U",490927,224947,"U",490738,224802,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014839","U",490922,224955,"U",490933,225097,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014840","U",490941,225096,"U",490940,224966,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014841","U",490943,225111,"U",491109,225285,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014842","U",491113,225279,"U",490942,225101,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014843","U",491279,225157,"U",491255,225395,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014844","U",491254,225401,"U",491333,225770,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014850","U",490880,225865,"U",490740,225537,"1899-12-30T00:00:00","2012-07-22T06:09:00",1,"rev"
"021014851","U",490718,224798,"U",490521,224928,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014852","U",490529,224933,"U",490714,224807,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014854","U",490762,225152,"U",490528,224938,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014857","U",490373,224939,"U",490514,224934,"1899-12-30T00:00:00","2010-03-29T20:47:00",1,"rev"
"021014859","U",489990,224907,"U",490513,224935,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014862","U",490272,225837,"U",490378,225515,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014863","U",490372,225520,"U",490267,225831,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014864","U",490364,225504,"U",490429,225295,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021014865","U",490423,225286,"U",490364,225514,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021016507","U",492260,225419,"U",492351,225516,"2010-04-15T11:14:00","2012-02-24T10:35:00",1,"rev"
"021016508","U",492360,225530,"U",492487,225935,"2010-04-15T11:19:00","2012-02-24T10:36:00",1,"rev"
"021016509","U",492509,225947,"U",492894,226144,"2010-04-15T11:25:00","2012-02-24T10:36:00",1,"rev"
"021016510","U",492905,226114,"U",492805,225938,"2010-04-15T11:30:00","2012-02-24T10:41:00",2,"rev"
"021016511","U",492805,225924,"U",492878,225874,"2010-04-15T11:39:00","2012-02-24T10:42:00",2,"rev"
"021016513","U",493486,225856,"U",493798,225541,"2010-04-15T11:53:00","2012-02-24T10:42:00",2,"rev"
"021016517","U",493025,226068,"U",492903,225874,"2010-05-18T10:44:00","2012-02-24T10:43:00",2,"rev"
"021027800","U",517564,249574,"U",517554,249574,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027801","U",517158,249338,"U",517165,249332,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027802","U",517563,249585,"U",517417,250207,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027803","U",517433,250202,"U",517567,249577,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027804","U",517417,250202,"U",517343,250585,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027805","U",517353,250577,"U",517429,250218,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027806","U",517343,250585,"U",517237,250902,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027807","U",517272,250901,"U",517351,250595,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027808","U",516698,250786,"U",517206,250927,"1899-12-30T00:00:00","2015-01-07T10:24:00",1,"rev"
"021027809","U",517213,250910,"U",516694,250778,"1899-12-30T00:00:00","2015-01-07T10:26:00",1,"rev"
"021027810","U",516694,250791,"U",516698,250601,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"021027811","U",516681,250588,"U",516657,250738,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905001","U",505511,224057,"U",505491,224057,"1899-12-30T00:00:00","2013-04-25T11:49:00",1,"rev"
"02905004","U",504999,224875,"U",505019,224895,"1899-12-30T00:00:00","2013-04-25T11:45:00",1,"rev"
"02905006","U",505040,224898,"U",505020,224878,"1899-12-30T00:00:00","2013-04-25T11:46:00",1,"rev"
"02905007","U",506553,223844,"U",506533,223824,"1899-12-30T00:00:00","2013-04-25T14:27:00",1,"rev"
"02905009","U",506444,223793,"U",506464,223813,"1899-12-30T00:00:00","2013-04-25T14:28:00",1,"rev"
"02905010","U",504688,222827,"U",504668,222847,"1899-12-30T00:00:00","2013-04-25T13:28:00",1,"rev"
"02905011","U",504478,222969,"U",504458,222949,"1899-12-30T00:00:00","2013-04-25T13:27:00",1,"rev"
"02905012","U",504494,222920,"U",504474,222940,"1899-12-30T00:00:00","2013-04-25T13:25:00",1,"rev"
"02905013","U",504294,222724,"U",504274,222744,"1899-12-30T00:00:00","2013-04-25T13:25:00",1,"rev"
"02905015","U",504457,223743,"U",504437,223723,"1899-12-30T00:00:00","2008-12-15T11:46:00",1,"rev"
"02905016","U",504434,223742,"U",504454,223762,"1899-12-30T00:00:00","2008-12-29T08:03:00",3,"rev"
"02905017","U",503894,223694,"U",503894,223714,"1899-12-30T00:00:00","2013-04-25T10:19:00",1,"rev"
"02905019","U",503941,223723,"U",503941,223703,"1899-12-30T00:00:00","2013-04-25T10:20:00",1,"rev"
"02905020","U",507519,221002,"U",507495,221110,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905021","U",507495,221110,"U",507519,221002,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905022","U",507510,221113,"U",507632,221088,"1899-12-30T00:00:00","2013-04-25T09:40:00",2,"rev"
"02905023","U",507632,221088,"U",507510,221113,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905025","U",507889,220892,"U",508091,220968,"1899-12-30T00:00:00","2013-04-25T09:41:00",1,"rev"
"02905026","U",508091,220968,"U",507889,220892,"1899-12-30T00:00:00","2013-04-25T09:37:00",1,"rev"
"02905027","U",508090,220976,"U",508161,221061,"1899-12-30T00:00:00","2013-04-25T09:43:00",3,"rev"
"02905028","U",508117,221028,"U",508163,221057,"1899-12-30T00:00:00","2013-04-25T10:11:00",2,"rev"
"02905030","U",507983,220645,"U",507892,220775,"1899-12-30T00:00:00","2009-11-12T14:55:00",1,"rev"
"02905031","U",507884,220770,"U",507832,220714,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905033","U",507832,220714,"U",507780,220660,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905034","U",509031,219898,"U",509137,220086,"1899-12-30T00:00:00","2013-04-24T16:31:00",1,"rev"
"02905035","U",509145,220123,"U",509269,220443,"1899-12-30T00:00:00","2013-04-24T16:35:00",1,"rev"
"02905036","U",509280,220460,"U",509154,220525,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905037","U",509151,220536,"U",509166,220563,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905038","U",509176,220566,"U",509298,220502,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"02905040","U",509360,220622,"U",509540,220540,"1899-12-30T00:00:00","2013-04-25T10:24:00",2,"rev"
"02905041","U",509567,220546,"U",509565,220620,"1899-12-30T00:00:00","2013-04-25T10:25:00",1,"rev"
"02905042","U",509565,220620,"U",509484,220670,"1899-12-30T00:00:00","2013-04-25T10:27:00",1,"rev"
"02905044","U",509487,220679,"U",509521,220728,"1899-12-30T00:00:00","2013-04-25T10:29:00",1,"rev"
"02905045","U",509521,220728,"U",509487,220679,"1899-12-30T00:00:00","2013-04-25T10:30:00",1,"rev"
"02905046","U",509484,220670,"U",509565,220620,"1899-12-30T00:00:00","2013-04-25T10:28:00",1,"rev"
"02905047","U",509565,220620,"U",509567,220546,"1899-12-30T00:00:00","2013-04-25T10:27:00",1,"rev"
"02905048","U",509567,220526,"U",509592,220505,"1899-12-30T00:00:00","2013-04-25T10:32:00",1,"rev"
"02905049","U",509628,220475,"U",509662,220448,"1899-12-30T00:00:00","2013-04-25T10:33:00",1,"rev"
"02905050","U",509678,220447,"U",509822,220577,"1899-12-30T00:00:00","2013-04-25T10:35:00",1,"rev"
"02905052","U",510258,223789,"U",510008,223767,"1899-12-30T00:00:00","2013-04-25T14:43:00",2,"rev"
"02905054","U",510008,223767,"U",510258,223789,"1899-12-30T00:00:00","2013-04-25T14:44:00",2,"rev"
"02905056","U",509737,223219,"U",509615,223172,"1899-12-30T00:00:00","2013-04-25T10:39:00",1,"rev"
"02905058","U",509531,222880,"U",509586,223178,"1899-12-30T00:00:00","2013-04-25T10:41:00",1,"rev"
"02905059","U",509615,223172,"U",509737,223219,"1899-12-30T00:00:00","2013-04-25T10:37:00",2,"rev"
"02905061","U",507621,226134,"U",507747,226176,"1899-12-30T00:00:00","2013-04-25T11:35:00",2,"rev"
"02905062","U",507747,226176,"U",507621,226134,"1899-12-30T00:00:00","2013-04-25T11:34:00",2,"rev"
"02905065","U",503823,223529,"U",503803,223529,"1899-12-30T00:00:00","2008-02-20T10:13:00",1,"rev"
"02905066","U",503992,223562,"U",503972,223562,"1899-12-30T00:00:00","2013-04-25T10:22:00",1,"rev"
"02905067","U",503596,223870,"U",503644,223762,"1899-12-30T00:00:00","2013-04-25T10:17:00",2,"rev"
"02905068","U",503652,223725,"U",503615,223690,"1899-12-30T00:00:00","2013-04-25T10:19:00",2,"rev"
"02905069","U",504319,223216,"U",504299,223236,"1899-12-30T00:00:00","2013-04-25T13:28:00",1,"rev"
"02905070","U",504254,223367,"U",504274,223387,"1899-12-30T00:00:00","2013-04-25T13:29:00",1,"rev"
"02905071","U",510633,222790,"U",510613,222810,"1899-12-30T00:00:00","2013-04-25T14:13:00",1,"rev"
"02905080","U",505437,224057,"U",505457,224077,"1899-12-30T00:00:00","2013-04-25T11:50:00",1,"rev"
"02907206","U",509073,220714,"U",509171,220917,"2006-11-06T16:00:00","2006-12-14T09:16:00",2,"rev"
"030028280001","U",440279,165680,"U",439657,165899,"2009-07-01T16:36:00","2009-07-01T16:36:00",0,"new"
"030050000001","U",440026,180701,"U",439389,181178,"1899-12-30T00:00:00","2008-03-13T10:29:00",1,"rev"
"030050000002","U",439392,181183,"U",440030,180698,"1899-12-30T00:00:00","2008-11-28T10:42:00",2,"rev"
"030050010001","U",440371,180385,"U",440026,180701,"1899-12-30T00:00:00","2012-12-19T11:24:00",2,"rev"
"030050010002","U",440030,180698,"U",440371,180385,"1899-12-30T00:00:00","2012-12-19T11:24:00",2,"rev"
"030050080001","U",455682,179582,"U",455803,179474,"1899-12-30T00:00:00","2009-12-04T16:18:00",1,"rev"
"030050080002","U",455688,179301,"U",455803,179474,"1899-12-30T00:00:00","2009-12-04T16:19:00",1,"rev"
"030050080003","U",456003,179121,"U",455803,179474,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
"030050080004","U",455803,179474,"U",455688,179301,"1899-12-30T00:00:00","2009-12-04T16:19:00",1,"rev"
"030050080005","U",455803,179474,"U",455682,179582,"1899-12-30T00:00:00","2009-12-04T16:19:00",1,"rev"
"030050080006","U",455803,179474,"U",456003,179121,"1899-12-30T00:00:00","1899-12-30T00:00:00",0,"new"
